,Date,^GSPC Close,^DJI Close,ES=F Close,YM=F Close
951,2025-04-17,5282.7001953125,39142.23046875,5312.75,39329.0
952,2025-04-21,5158.2001953125,38170.41015625,5184.75,38328.0
953,2025-04-22,5287.759765625,39186.98046875,5314.75,39357.0
954,2025-04-23,5375.85986328125,39606.5703125,5401.75,39775.0
955,2025-04-24,5484.77001953125,40093.3984375,5511.25,40262.0
956,2025-04-25,5525.2099609375,40113.5,5552.5,40277.0
